id	MYCO000001	MYCO000002	MYCO000003	MYCO000004	MYCO000005	MYCO000006	MYCO000007	MYCO000008	MYCO000009	MYCO000010	MYCO000011	MYCO000012	MYCO000013	MYCO000014	MYCO000015	MYCO000016	MYCO000017	MYCO000018	MYCO000019	MYCO000020	MYCO000021	MYCO000022	MYCO000023	MYCO000024	MYCO000025	MYCO000026	MYCO000027	MYCO000028	MYCO000029	MYCO000030	MYCO000032	MYCO000033	MYCO000034	MYCO000035	MYCO000036	MYCO000037	MYCO000038	MYCO000039	MYCO000040	MYCO000041	MYCO000042	MYCO000043	MYCO000044	MYCO000045	MYCO000046	MYCO000047	MYCO000048	MYCO000049	MYCO000050	MYCO000051	MYCO000052	MYCO000054	MYCO000055	MYCO000057	MYCO000058	MYCO000059	MYCO000060	MYCO000061	MYCO000062	MYCO000063	MYCO000064	MYCO000065	MYCO000066	MYCO000067	MYCO000068	MYCO000069	MYCO000070	MYCO000071	MYCO000072	MYCO000073	MYCO000074	MYCO000075	MYCO000076	MYCO000077	MYCO000078	MYCO000079	MYCO000080	MYCO000081	MYCO000082	MYCO000083	MYCO000084	MYCO000085	MYCO000086	MYCO000087	MYCO000088	MYCO000089	MYCO000090	MYCO000091	MYCO000092	MYCO000093	MYCO000096	MYCO000097	MYCO000098	MYCO000099	MYCO000100
128	1	7	2	1	1	40	1	2	1	1	1	3	1	1		1	1	2	1	1	1	1	1	1	1	1	1	1	1		5	1	2	1	1	1	1	1	2	1	1	1	1	4	1	1	1	1	3	1	1	1	1	1	3	2	1	1	1	1		1	2	1	2	1	1	29	1	1	1	1	1	1	1	1	1	1			1	1	1	1	1	1	1	1	7	1	1	1	1		1
129	1	4	2	1	8	28	1	2	4	4	1	4	6	1	1	4	1	5	9		4	1	4	1	1	89	1	1	9	1	6	1	2	1	7	1	1	2	2	15	1	1		1	2	1	4	1	7	1	1	1	1	1	9	1	2	2	6	2		1	1	2	2	1	7	5	1	1		3	1	1	1	1	2	2		3	1	1	7	1	1	1	3	1	11	2	13	1	1	1	1
130	1	1	5	1	1	2	1	6	1	1	1	2	3	1	1	1	1	2	1	11		1	1	1	1	1	1	1	8	1		1	2	1	1	1	1	2	2	1	1	1			2	1	4	1		5	1	1	1	1	3	1	1	3	5	4		1	8	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	3	1	1		1
131	1	1	2	1	10	2	10	2	1	1	1	3	1	1	2	1	1	2	1	1	1	1	1		1	1	1	1	13		5	1	2	1	1	4	1	1	2	1	1	1	1	1	1	1	1	1	26	1	1	1	1	1	3	2	1	1	1	1		1	2	1	2	1	1	19	1	1	1	1	1	1	1	1	1	1			1	1	8	1	1	1	1	1	9	1	1	1	1		1
132	1	1	5	1	1	2	1	6	1	1	1	2	3	15	1	1	1	2	1			1	1	1	1	1	1	1	8	1		1	2	1	1	1	1	2	7	14	1	1			2	1	4	1	11	5	1	1	1	1	3	1	1	3	5	4		1	8	1	2	1	1	5	1	1	1	1	1	2	1	1	1	1		3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1
133	1	1	2	1	1	2	1	2	1	1	1	2	1	1		1	1	2	1	1	1	1	7	1	1	7	1	1	1	1	1	1	2	1	1	1	1	1	2	1		1	1		1	1	1	1	22	1	1	1	1	1	3	1	1	1	1	9		1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	5	1		3	1	1	1	1	1	1	1	16	1	1	1	1	1	1
134	1	1	2	1	1	2	1	2	1	1	1	2	1	1	7	1	1	2	1	2	1	1	1	1		4	1	1		1	1	1	2	1	1	1	1	1	5		1	1	1	1	2	1	2	6	15		1	1	1	1	2	6	1	1	2	1		1	1	1	2	1	1	19	1	1	2	1	1	1	1	1	1	3	1		1	1	1		1	1	1	1	1	1	1	1	1		1
135	1	1	2	1	1	33	1	2	1	1	1	2	1	1	7	1	1	2	1	2	1	1	6	1		4	1	1		1	13	1	2	1	1	1	1	1	5		1	1	1	1	2	1	2	1	10		4	1	1	1	2	1	1	1	2	8		1	1	1	2	1	1	19	1	1	2	1	1	1	1	1	1	1	1		1	1	1		1	6	1	1	1	1	1	1	1		1
136	1	1	5	1	1	2	1	6	1	1	1	2	3	1		1	1	15	1	10		1	1	1	1	1	1	1	8	1		1	2	1	1	1	1	2	2	1	1	1	1		2	1	4	1	11	17	1	1	1	1	3	1	1	3	5	4		1	8	1	2	1	1	26	1	1	1	1	1	2	1	1	1	1			1	1	1	1	1	1	1	1	1	1	16	1	1	1	1
137	1	1	2	1	10	2	1	2	1	1	1	3	1	1		1	1	2	1	1	1	1	1	1	1	1	1	1	1		5	1	2	1	1	4	1		2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	2	1	1	9	1		1	2	1	2	1	1	19	1	1	1	1	1	1	1	1	1	1		3	1	1	1	1	1	1	1	1	9	1	1	1	1		1
138	1	1	2	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1		6	1	1	1	1		1	2	1	11	1	1	1	2		1	1	1	1	2	1	2	1	9	1	1	1	1	1	2	3	1	1	1	1	10	1	1	1	2	1	1	19	1	2	4	1	1	1	1	1	1	1	4		1	1	3	1	1	1	1	1	1	1	5	2	2		1
139	1	1	2	1	10	2	1	2	1	1	1	3	1	1	2	1		2	1	1	1	1	1	1	1	1	1	1	1		5	4	2	1	1	4	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	2	1	1	1	1	3	1	2	1	2	1	1	19	1	1	1	1	1	1	1	1	1	1		3	1	1	1	1	1	1	1	1	9	1	1	1	1		1
140	10	1	5	1	1	41	11	6	1	10	1	2	10	1		1	1	2	1	11		1	1	1	1	1	1	1	1	1		1	2	1	1	1	1	2	2	1	1	1	1		2	1	4	1	11	5	1	1	1	1	3	1	1	3	5	11		1	24	1	2	1	1	5	1	6	1	1	1	1	1	1	1	1			1	1	1	1	1	1	1	1	1	1	3	1	1		1
141	1	1	2	1	10	2	1	2	1	1	1	3	1	1		1	1	2	1	1	1	1	1	1	1	1	1	1	1		5	1	2	1	1	4	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	2	1	1	1	1		1	2	5	2	1	1	19	1	1	1	1	1	1	1	1	1	1			1	1	1	1	1	1	1	1	9	1	1	1	1		2
142	1	1	2	1	10	2	1	2	1	1	1	3	1	1		1	1	2	1	1	1	1	1	1	1	1	1	1	1		5	1	2	1	1	4	1	1	2	1	1	1	1	1	1	1	1	1	26	1	1	1	1	1	3	2	1	1	1	1		1	2	1	2	1	1	19	1	1	1	1	1	1	1	1	5	1			1	1	8	1	1	1	1	1	9	1	1	1	1		1
143	9	1	2	1	1	2	12	2	1	1	1	2	5	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	12	1	1	1	2	1	1	1	1	1	2	16	1	1	1	1	2	1	1	1	10	1	1	1	1	1	3	1	1	1	1	1		1	1	3	2	1	1	18	1		1		1	1	1	1	1	1			1	1	1	1	1	1	1	1	1	4	14	1	1	1	1
144	1	1	2	1	1	35	1	2	1	1	1	2	1	11	1	1	1	13	1	1	1	1	1	4	1	1	1	1	1	1	8	1	1	1	1	1	1	1	2	1	1	3		1	1	1	1	1		1	1	1	1	1	7	1	1	1	1	1		1	1	1	2	1	1	19	1	1	1	1	1	1	1	1	1	1			1	1	1	1	1	1	1	1	1	1	1	1	1		1
145	1	1	2	1	2	2	1	2	1	1	1	3	1	1		1	1	2	1	1	1	1	1	1	1	1	1	1	1		1	1	2	1	1	1	1	1	2	1	1	2		1	1	1	1	1	3	1	1	1	1	1	3	2	1	1	1	1		1	2	1	2	1	1	19	1	1	1	1	1	1	1	1	8	1			1	1	1	1	1	1	1	1	2	1	1	1	1		1
146	1	1	5	1	1	42	1	6	1	1	1	2	3	1	1	1	1	2	1	1		1	1	1	1	1	1	1	8	1		1	2	1	1	1	1	1	2	1	1	1	1		2	1	4	1		5	1	1	1	1	3	1	1	1	10	1	11	1	1	1	2	1	1	35	2	7	1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	1	1		1	1	1	1
147	1	1	2	1	1	3	1	2	1	1	1	3	1	2		1	1	2	1		1	1	1	1	1	3	1	1	1			1	2	2	1	1	1	1	2	1	2	1	1	1	1	1	11	1	4	1	1	1	1	1	3	2	1	1	1	1		1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
148	1	4	2	1	8	28	1	2	4	4	1	7	6	1	1	1	1	5	1	12	5	1	4	1	1	89	1	1	9	1	6	1	2	1	7	1	1	2	2	15	1	1	1	1	2	1	4	1	7	1	1	1	1	1	9	1	2	2	6	2		1	1	2	2	1	7	5	1	1		3	1	1	1	1		2	1	3	1	1	7	1	1	1	3	1	11	2	13	1	1		1
149	10	1	5	1	1	41	11	6	1	10	1	2	10	1	1	1	1	2	1	11		1	1	1	1	1	1	1	1	1		1	2	1	1	1	1	2	2	1	1	1	1		2	1	4	1	11	5	1	1	1	1	3	1	1	3	5	11	12	1	24	1	2	1	1		1	6	1		1	1	1	1	1	1	1	3		1	1	1	1	1	1	1	1	1	3	1	1	1	1
150	1	1	2	1	1	2	1	2	1	1	1	5	3	7	5	1	1	2	1	2	6	1	1		1	1	1	1	1	1	15	1	2	5	5	1	1	2	2	17	1	1	2		2	1	4	1	7	1	1	1	1	8	3	1	4		1	140		1	1	1	2	1	1					1	1	1	1	1	1	1	5	3	1	1	4	1	3	1	2	1	6	1	3	1	1	1	1
151	1	1	2	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1		2	1	1		1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	27		1	1	1	1	2	1	1	1	2	1		1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1		3	1	1	1		2	1	1	1	1	1	1	1	1		1
152	1	1	2	1	1	11	1	2	1	1	1	2	1	11	1	1	1	2	1	1	1	1	1	4	1	1	1	1	1	1	8	1	1	1	1	1	1	1	2	1	1	4	1	1	1	1	1	1	4	1	1	1	1	1	7	1	1	1		1	3	1	1	1	2	8	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1		1
153	1	1	2	1	13	2	1	2	1	1	1	3	1	1		1	1	2	1	1	1	1	1	1	1	1	1	1	1		5	1	2	1	1	4	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	2	1	1	1	1		1	2	1	2	1	1	19	1	1	1	1	1	1	1	1	1	1			1	1	1	1	1	1	1	1	9	1	1	1	1	4	1
154	1	1	2	1	1	2	1	2	1	1	1	3	1	16	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1		5	1	2	1	1	9	1	1	2		1	1	1	1	1	1	1	1	28	1	1	1	1	1	3	2	2	1	1	12	3	1	2	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	7	8	1	1	1		1
155	1	1	5	1	1	2	1	6	1	1	1	2	3	1	1	9	1	2	1	11		1	1	1	1	1	1	1	8	1		1	2		1	1	1	2	2	1	1	1	1		2	1	4	1	11	5	1	1	1	1	3	1	1	3	5	4		1	8	1	2	1	1	18	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1
156	1	1	2	1	1	2	1	2	1	1	1	2	1	1		1	1	10	1	13	1	1	1	1	1	1	1	1	1	3	1	1	2	8	1	1	1	1	2	18	1	1	1	1	10	1	1	1	3	10	1	1	1	1	3	1	1	1	1	5		1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	4			1	1	1	1	1	1	1	1	12	1	1	1	1		1
157	1	6	1	1	1	37	1	2	1	1	1	2	1	1	1	8		2	1	1	1	1	1	1	1	1	1	1	1	1	14	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1		1
158	1	1	2	1	1	2	1	2	1	1	1	3	1	16	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1		5	1	2	1	1	9	1	1	2	1	1	1	1	1	1	1	1	1	28	1	1	1	1	1	3	2	2	1	1	12	3	1	2	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1		3	1	1	1	1	1	1	1	1	7	8	1	1	1		1
159	1	1	2	1	1	2	1	2	1	1	1	3	1	16	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1		16	1	2	1	1	9	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	2	1	1	1	1		1	2	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1		3	1	1	1	1	1	1	1	1	7	8	1	1	1		1
160	1	6	9	1	1	37	1	2	1	1	1	2	1	1	1	8	1	2	1	1	1	1	1	1	1	1	1	1	1	1	14	1	1	1	10	1	1	1	2	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1		1
161	1	4	2	1	6	13		3	1	4	1	4	3	1	1	1	2	5	1	2	4	1	4	1	1	89	1	1	1	1	6	1	2	11	2	10	1	2	2	7	5	1	1	1	2	1	4	1	12	1	1	1	1	1	3	1	2	2	8	2	13	1	25	2	2	1	1	26	1	1		9	1	1	1	1	2	2		3	1	1	1	1	1	2	3	1	1	2	1	1	1		1
162	1	1	5	1	1	2	1	6	1	1	1	2	3	1		1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	3		2	1	4	1	11	5	1	1	1	1	3	1	1	3	5	4		1	8	1	2	9	1	1	1	1	1	1	1	1	1	1	1	1			1	1	1	1	1	1	1	1	1	1	3	1	1	1	1
163	1	1	5	1	1	2	1	6	1	1	1	2	3	1	1	1	1	2	1	2	7	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	3		2	1	4	1	11	5	1	1	1	1	12	1	1	3	5	4		1	8	1	2	1	1	18	1	1	1	10	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	3	1	1	1	1
164	1	1	5	1	1	2	1	6	1	1	1	2	3	1	1	9	1	2	1	11		1	1	1	1	1	1	1	8	1		1	2	1	1	1	1	2	2	1	1	1	1		2	1	4	1	11	5	1	1	1	1	3	1	1	3	5	4		1	8	1	2	1	1	26	1	1	1	1	1	2	1	1	1	1			1	1	1	1	1	1	1	1	1	1	3	1	1	1	1
165	1	1	5	5	1	2	1	6	1	1	1	2	3	1	1	1	1	2	1	10		1	1	1	1	1	1	1	8	1		1	2	1	1	1	1	2	2	14	1	1	1		2	1	4	1	11		1	1	1	1	3	1	1	3	5	4	12	1	8	1	2	1	1	18	1	1	1	1	1	2	1	1	1	1		3	1	1	12	1	1	1	1	1	1	1	3	1	1		1
166	11	1	2	1	10	2	1	2	1	1	1	3	1	1	2	1	1	2	1		1	1	1	1	1	1	1	1	1		5	1	2	1	1	4	1	1	2	1	1	1		1	1	1	1	1	3	1	1	1	1	1	3	2	1	1	1	1	3	1	2	1	2	1	1	19	1	1	1	1	1	1	1	1	1	1		3	1	1	8	1	1	1	1	1	9	1	1	1	1		1
167	1	1	2	1	10	2	1	2	1	1	1	3	1	1	2	1	1	2	1	1	1	3	1	1	1	1	1	1	1		5	1	2	1	1	4	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	2	1	1	1	13		1	2	1	2	1	1	19	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	9	1	1	1	1	4	1
168	1	1	2	1	10	2	1	2	1	1	1	3	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1		5	1	2	1	1	4	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	2	1	1	1	1	3	1	2	1	2	1	1	19	1	1	1	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	9	1	1	1	1		1
169	1	1	2	7	10	2	1	2	1	1	1	3	1	1	2	1	1	2	1	1	1	1	1	1	1	8	1	1	1		5	1	2	1	12	4	1	1	2		1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	2	1	1	1	1	3	1	2	1	2	1	1	19	1	1	1	1	1	1	1	1	1	1		3	1	1	1	1	1	1	1	1	9	1	1	1	1		1
170	1	1	5	1	1	43	1	6	1	1	1	2	3	1	1	1	1	2	1	11		4	8	5	1	1	1	1	1	1		1	2	1	1	1	1	2	2	1	1	1	1		2	1	4	1	29	5	1	1	1	1	3	1	5	3	5	4		1	8	1	2	1	1	26	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	3	1	1	1	1
171	1	1	5	1	1	2	1	6	1	1	1	2	3	1		1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	3		2	1	4	1	11	5	1	1	1	1	3	1	1	3	5	4		1	8	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	3	1	1	1	1
172	1	1	5	1	1	2	1	6	1	1	1	2	3	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	3		2	1	4	1	11	5	1	1	1	1	3	1	1	3	5	4		1	8	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1		1	1	3	1	1		1
173	1	1	1	1	1	11	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12	1	1	1	1	2	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1		1
174	12	1	2	1	10	2	1	2	1	1	1	3	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1		17	1	2	1	1	4	1	1	2	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	3	2	1	1	1	1	3	1	2	1	2	1	1	19	1	1	1	1	1	1	1	1	1	1		3	1	1	1	1	1	1	1	1	9	1	1	1	1		1
175	1	1	2	1	1	38	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	3	1	1	2	8	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	4	1	1	3	7	1	1	1	10		1	1	1	2	1	1	1	1	1	1	8	1	1	1	1	1	1			1	4	1	1	1	1	1	1	1	7	1	1	1		1
176	1	1	2	1	10	2	13	2	1	1	1	3	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1		5	4	2	1	1	4	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	2	1	1	1	1		1	2	1	2	1	1	19	1	1	1	1		1	1	1	1	1		3	1	1	1	1	1	1	1	1	9	1	1	1	1	4	1
177	1	1	2	1	10	39	1	2	1	1	1	3	1	1	2	1	1	14	1	1	1	1	1	1	1	1	1	1	1		5	1	2	1	1	4	1	1	2	1	1	1	1	3	1	1	1	1	3	1	1	1	1	1	3	2	1	1	1	1	3	1	2	1	2	1	1	19	1	1	1	12	1	1	1	1	1	1		3	1	1	1	1	1	1	1	1	9	1	1	1	1		1
178	1	1	2	1	10	2	1	2	1	1	1	3	1	1		1	1	2	1	1	1	1	1	1	1	1	1	1	1		5	1	2	1	1	4	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	2	1	1	1	1		1	2	5	2	1	1	19	1	1	1	1	1	1	1	1	1	1			1	1	1	1	1	1	1	1	9	1	1	1	1	1	1
179	13	1	2	1	10	44	1	2	1	1	1	3	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1			1	2	1	1	4	1	1	2	1	1	1		1	1	1	1	1	4	1	1	1	1	1	3	2	1	1	1	1	3	1	2	1	2	1	1	19	1	1	1	1	1	1	1	1	1	1			1	1	1	1	1	1	1	1	9	1	1	1	1		1
180	1	1	2	1	10	2	1	2	1	1	1	3	1	1		1	1	16	1	1	1	1	1	1	1	1	1	1	1		5	1	2	1	1	4	1	1	2	1	1	1	4	1	1	1	1	8	3	1	1	1	1	1	3	2	1	1	1	1		1	2	1	2	1	1	19	1	1	1	1	1	1	1	1	1	1			1	1	1	1	1	1	1	1	9	1	1	1	1		1
181	1	1	5	1	1	2	1	6	1	1	1	2	3	1	1	9	1	2	1	11		1	1	1	1	1	1	1	8	1		1	2	1	1	1	1	2	2	1	1	1	1		2	1	12	1	11	5	1	1	1	1	3	1	1	3	5	4		1	8	1	2	1	1	1	1	1	7	1	1	2	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	3	1	1		1
182	1	4	2	1	8	13	14	2	1	11	1	4	3	1	1	1	7	5	4	16	4	5	4	1	1	89	1	1	10	1		1	4	1	2	1	1	3	2	7	1	1	1	1	7	1	4	1	7	4	1	1	1	1	13	1	2	2	8	2		1	9	6	2	6	1	5	1	1		1	2	1	1	7	2	2		9	1	1	1	1	1	1	3	1	1	2	1	1	1		1
183	1	1	2	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1		2	1	1		1	1	1	2	1	13	1	1	1	2	1	1	1		1	2	1	2	1	30	1	1	1	1	1	2	1	1	1	11	1	15	1	1	1	2	1	1	5	1	1	2	1	1	1	1	1	1	1		3	1	1	1		2	1	1	1	1	1	1	1	1		1
184	1	1	5	1	1	2	1	6	1	1	1	2	3	1	1	9	1	2	1	17		1		1	1	1	1	1	8	1		1	2		1	1	1	2	2	1	1	1	1		2	1	4	1	11	5	1	1	1	1	3	1	1	3	5	4	16	1	8	1	2	1	1	5	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	3	1	1		1
185	1	1	2	1	1	23	1	2	1	1	1	2	1	1	8	1	1	17	1	1	1	1	1	1	1	1	1	1	14	1	1	1	2	1	1	1	1	1	8	1	1	1	1	1	1	1	1	1	31	1	1	1	1	1	3	1	1	1	1	14	3	1	1	1	2	1	1	40	1	1	1	1	1	1	1	1	1	1		3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
186	14	1	2	1	1	11	15	2	1	1	1	8	8	1	1	1	1	2	1		1	1	1	1	1	1	1	1	1	1		1	2	1	1	11	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	5	3	1	1	1	1	1	3	1	1	1	2	1	1	2	4	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	1	1	1	1	1
187	1	1	5	1	1	45	16	6	1	1	1	2	3	1		1	14	2	1	11		1	1	1	1	1	1	1	1	1		1	2	1	1	1	1	2	2	19	1	1	1		2	1	4	1	11	5	1	1	1	1	11	1	1	3	5	15		1	8	1	2	1	1	1	1	1		1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	12	1	1		1
188	1	1	2	1	2	2	1	2	1	1	1	3	1	1	1	1	1	18	1	1	1	1	1	1	1	1	1	1	1		1	1	2	1	1	1	1	1	2	20		2	1	1	1	1	1	1	3	1	1	1	1	1	3	2	1	1	1	1	17	1	2	1	2	1	1	19	1	1	1	1	1	1	1	1	1	1		3	1	1	1	1	1	1	1	1	2	1	1	1	1		1
189	1	1	5	1	1	2	1	6	1	1	1	2	3	1	1	9	1	2	1	11		1	1	1	1	1	1	1	8	1		1	2		1	1	1	2	2	1	1	1	1		2	1	4	1	11	5	1	1	1	1	3	1	1	3	5	4	16	1	8	1	2	1	1	26	1	1	1	1	1	2	1	1	1	1		3	1	1	1	1	1	1	1	1	1	1	3	1	1		1
190	1	1	5	1	1	2	1	6	1	1	1	2	3	1	1	9	1	2	1	11		1	1	1	1	1	1	1	8	1		1	2		1	1	1	2	2	1	1	1	1		2	1	4	1	11	5	1	1	1	1	3	1	1	3	5	4		1	8	1	2	1	1	5	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	3	1	1		1
191	1	4	2	1	6	13	1	3	1	4	1	4	3	1	1	1	2	5	1	2	4	1	4	1	1	89	1	1	1	1	6	1	2	11	2	10	1	2	2	7	1	1	1	1	2	1	4	1	12	1	1	1	1	1	3	1	2	2	8	2	13	1	25	2	2	1	1	5	1	1		9	1	1	1	1	2	2		3	1	1	1	1	1	2	3	1	1	2	1	1	1		1
192	1	1	2	1	1	3	1	2	1	1	1	3	1	2	2	1	1	2	1	1	1	1	1	1	1	3	1	1	1			1	2	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	4	1	1	1	1	1	3	2	1	1	1	1	3	1	2	1	2	1	1	19	1	1	1	1	1	1	1	2	1	1		3	1	1	1	1	1	1	1	1	1	1	1	1	1		1
193	1	1	2	7	10	2	1	2	1	1	1	3	1	1	2	1	1	2	1	1	1	1	1	1	1	8	1	1	1		5	1	2	1	12	4	1	1	2	1	1	1		1	1	1	1	1	3	1	1	1	1	1	3	2	1	1	1	1	3	1	2		2	1	1	19	1	1	1	1	1		1	1	1	1		3	1	1	1	1	1	1	1	1	9	1	1	1	1		1
194	1	1	2	1	1	46	1	2	1	1	1	9	3	7	5	1	1	2	1	2	1	1	1		1	1	1	1	1	1	7	1	2	5	5	1	1	2	2	8	1	1	2		2	1	4	1	7	1	1	1	1	9	3	1	1		1	140		1	1	1	2	1	1					1	1	1	1	1	1	1		3	1	1	4	1	3	1	2	1	6	1	3	1	1	1	1
195	1	1	2	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1		9	1	23	1	1	1	1	2	13	1	1	1	1	2	1	1	1	1	1	2	1	2	1	32	1	1	1	1	1	2	1	1	1	1	1		1	1	1	2	1	1	5	1	8	4	1	1	1	1	1	1	1			1	5	1	1	1	1	1	1	1	1	1	1	1	1	1
196	1	1	5	1	1	47	1	6	1	12	1	2	3	1		1	1	2	1	11		1	1	1	1	1	1	1	1	1		1	2	1	1	1	1	2	2	1	1	1	1		2	1	4	1	11	5	1	1	1	1	3	1	1	3	5	11		1	26	1	2	1	1	18	1	1	8	1	1	1	1	1	1	1			1	1	1	1	1	1	1	1	1	1	3	1	1		1
197	1	1	5	1	1	2	1	6	1	1	1	2	3	1	1	1	1	2	1	2	7	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	3		2	1	4	1	11	5	1	1	1	1	3	1	1	3	5	4		1	8	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	3	1	1	1	1
198	1	4	2	1	8	13	14	2	1	11	1	4	3	1	1	1	7	5	4	18	4	1	4	1	1		1	1	10	1		1	4	1	2	1	1	2	2	7	1	1	1	1	7	1	4	1	7	4	1	1	1	1	13	1	2	2	8	2		1	27	2	2	6	1	5	1	1		1	2	1	1	7	2	2		9	1	1	4	1	1	1	3	1	1	2	1	1	1	1	1
199	1	1	5	1	1	45	16	6	1	1	1	2	3	1		1	14	2	1	11		1	1	1	1	1	1	1	1	1		1	2	1	1	1	1	2	2	19	1	1	1		2	1	4	1	11	5	1	1	1	1	11	1	1	3	5	15	12	1	8	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	12	1	1	1	1
200	1	1	2	1	10	2	1	2	1	13	1	3	1	1		1	1	2	1	1	1	1	1	1	1	1	1	1	1		5	1	2	1	1	4	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	14	2	1	1		1		1	2	1	2	1	1	19	1	1	9	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	9	1	1	1	1		1
